protein_name,Train,Test,Screen,train_data,test_data,desired_columns,label_column_train,label_column_test,nrows_train,nrows_test,feature_fusion_method,balance_flag,balance_ratios,screen_data,smiles_column,chemistry_filters,desired_models,hyperparameters_tuning,hyperparameters,Nfold,conformal_prediction,confromal_test_size,confromal_confidence_level,trainfile_for_modelselection,evaluationfile_for_modelselection,evaluation_column,crossvalidation_column,Fusion,num_top_models,train_path,TrainFileName,ModelType,ColumnName,ModelPath,UsedHyperParameters,CV_Accuracy,CV_Precision,CV_Recall,CV_F1 Score,CV_AUC-ROC,CV_AUC-PR,CV_MCC,CV_Cohen Kappa,CV_balanced_accuracy,CV_PlatePPV,CV_DivPlatePPV,Date,Time,confromal_coverage_score,confromal_confidence_score,Test_Accuracy,Test_Precision,Test_Recall,Test_F1 Score,Test_AUC-ROC,Test_AUC-PR,Test_MCC,Test_Cohen Kappa,Test_balanced_accuracy,Test_PlatePPV,Test_DivPlatePPV,TestFile
WDR91,Y,Y,Y,"Data/TrainFiles/Company1.parquet,Data/TrainFiles/Company2.parquet","Data/TestFiles/sampled_data_test_1.parquet,Data/TestFiles/sampled_data_test_2.parquet","ECFP4,ECFP6",LABEL,LABEL,,,,False,"1,2","Data/ScreenFiles/ScreenData1.csv,Data/ScreenFiles/ScreenData2.csv",SMILES,y,rf,N,"{'rf': {'n_estimators': 150, 'max_depth': 10}, 'nb': {'n_estimators': 150, 'max_depth': 10}}",2,y,0.3,0.95,,,"Test_F1 Score,Test_Precision,Test_Recall,Test_Accuracy,Test_PlatePPV,Test_DivPlatePPV","CV_F1 Score,CV_Precision,CV_Recall,CV_Accuracy,CV_PlatePPV,CV_DivPlatePPV",y,2,Data/TrainFiles/Company1.parquet,Company1,rf,ECFP6,Results\Company1_rf_ECFP6,"{'n_estimators': 150, 'max_depth': 10}",0.9090909090909092,0.9090909090909092,1.0,0.9523809523809524,0.77494,0.9675971539615934,0.0,0.0,0.5,0.8671875,0.7946267891059557,2025-06-06,11:30:47,[0.95454545],0.7318181818181819,0.9090909090909092,0.9090909090909092,1.0,0.9523809523809524,0.6795,0.9593357238318004,0.0,0.0,0.5,1.0,0.8347953216374269,sampled_data_test_2.parquet
WDR91,Y,Y,Y,"Data/TrainFiles/Company1.parquet,Data/TrainFiles/Company2.parquet","Data/TestFiles/sampled_data_test_1.parquet,Data/TestFiles/sampled_data_test_2.parquet","ECFP4,ECFP6",LABEL,LABEL,,,,False,"1,2","Data/ScreenFiles/ScreenData1.csv,Data/ScreenFiles/ScreenData2.csv",SMILES,y,rf,N,"{'rf': {'n_estimators': 150, 'max_depth': 10}, 'nb': {'n_estimators': 150, 'max_depth': 10}}",2,y,0.3,0.95,,,"Test_F1 Score,Test_Precision,Test_Recall,Test_Accuracy,Test_PlatePPV,Test_DivPlatePPV","CV_F1 Score,CV_Precision,CV_Recall,CV_Accuracy,CV_PlatePPV,CV_DivPlatePPV",y,2,Data/TrainFiles/Company2.parquet,Company2,rf,ECFP6,Results\Company2_rf_ECFP6,"{'n_estimators': 150, 'max_depth': 10}",0.9090909090909092,0.9090909090909092,1.0,0.9523809523809524,0.7773149999999999,0.9705139683411113,0.0,0.0,0.5,0.8671875,0.7367648612858061,2025-06-06,11:31:07,[0.93636364],0.931818181818182,0.9090909090909092,0.9090909090909092,1.0,0.9523809523809524,0.741,0.9643702869139468,0.0,0.0,0.5,1.0,0.8347953216374269,sampled_data_test_2.parquet
