iter	Logloss
415	0.07953638077
416	0.07941861153
417	0.07904027462
418	0.07875235081
419	0.0785810709
420	0.07818375587
421	0.07769929409
422	0.07727773666
423	0.07711495876
424	0.07667826653
425	0.07628359795
426	0.07602384567
427	0.07588336468
428	0.07575913429
429	0.07552690983
430	0.07517745018
431	0.07488826752
432	0.07463835716
433	0.0743819046
434	0.07421816826
435	0.07399879456
436	0.07385410309
437	0.07362037659
438	0.07320251942
439	0.0728010273
440	0.07253600121
441	0.07211372375
442	0.07184550762
443	0.07161700249
444	0.07140675068
445	0.07120292664
446	0.07106592178
447	0.07086653709
448	0.07063181877
449	0.07040417194
450	0.07025751114
451	0.07003353119
452	0.0698383379
453	0.06963228226
454	0.06943156242
455	0.06923128128
456	0.06906942368
457	0.06867756844
458	0.06852530479
459	0.06813939095
460	0.06793310165
461	0.06776765347
462	0.06737143517
463	0.06715232372
464	0.06698988438
465	0.06679017067
466	0.06672236443
467	0.06653516293
468	0.06638700485
469	0.06617237091
470	0.0660428524
471	0.06584087372
472	0.06550398827
473	0.06535071373
474	0.06505885601
475	0.0647046423
476	0.06456080437
477	0.06447507858
478	0.06410492897
479	0.0639115715
480	0.06376460075
481	0.063647089
482	0.06334734917
483	0.06320673943
484	0.06303111076
485	0.06293107033
486	0.06277434826
487	0.06244504452
488	0.06225915909
489	0.06212826729
490	0.06192299366
491	0.0617165184
492	0.0615239048
493	0.0613122797
494	0.06113261223
495	0.06095387936
496	0.06077947617
497	0.06064956188
498	0.06049905777
499	0.06018963814
500	0.0601209259
501	0.05996250153
502	0.05983980179
503	0.0595969677
504	0.05950943947
505	0.05944812775
506	0.05927008152
507	0.05911245346
508	0.05882966042
509	0.05865901947
510	0.05847533703
511	0.0582228756
512	0.05806637287
513	0.05787919998
514	0.0577270031
515	0.05761424065
516	0.05732857704
517	0.05719528198
518	0.05708344936
519	0.05702125549
520	0.05673108578
521	0.05665667534
522	0.05649213791
523	0.05642351151
524	0.0562711668
525	0.05596862316
526	0.05585803032
527	0.05570958138
528	0.05556960106
529	0.05531860352
530	0.05514442921
531	0.05500729084
532	0.0547690773
533	0.05465949059
534	0.05439223289
535	0.05428149223
536	0.05412336826
537	0.05402379036
538	0.05395865917
539	0.05382049561
540	0.05370596409
541	0.0536388731
542	0.05351798058
543	0.05337447166
544	0.05326960564
545	0.05316546917
546	0.05293391705
547	0.05283348083
548	0.05272175312
549	0.05255923271
550	0.05241088867
551	0.05231087208
552	0.05216403961
553	0.05206053734
554	0.05198957443
555	0.05185815811
556	0.05176194668
557	0.05166215897
558	0.0515337944
559	0.05137559891
560	0.05127833366
561	0.05115870476
562	0.05102584362
563	0.0509414959
564	0.05089960575
565	0.05066154003
566	0.05059775352
567	0.05055027962
568	0.05042408943
569	0.05029854774
570	0.05020384789
571	0.05010544777
572	0.0499706459
573	0.04976562023
574	0.04965901375
575	0.04953990936
576	0.04942104816
577	0.04929392815
578	0.04907102585
579	0.04894115448
580	0.04885636806
581	0.04873017788
582	0.04865740299
583	0.04851313114
584	0.04840155602
585	0.04831050396
586	0.04819347382
587	0.04806688786
588	0.04793942451
589	0.04786296844
590	0.04775891304
591	0.04754930496
592	0.04747376442
593	0.04740681648
594	0.04731942654
595	0.04723683357
596	0.04716230869
597	0.04702474594
598	0.04694832802
599	0.04683945656
600	0.04676620483
601	0.04670030594
602	0.04647720337
603	0.04639069557
604	0.04631665707
605	0.04624648094
606	0.04620542049
607	0.04610364914
608	0.04600662231
609	0.04590115547
610	0.04581138134
611	0.04576202869
612	0.04563469887
613	0.04551801682
614	0.04532964706
615	0.04526462555
616	0.04517029762
617	0.04504648685
618	0.04495013714
619	0.04476056099
620	0.04471135616
621	0.04457808971
622	0.04447604656
623	0.04440841198
624	0.04430345535
625	0.04425441265
626	0.04404853344
627	0.0439413166
628	0.04390363693
629	0.04371218681
630	0.04364997864
631	0.04358023643
632	0.04351494789
633	0.04340975285
634	0.0433383894
635	0.04319143295
636	0.04312651157
637	0.04301257133
638	0.04285063744
639	0.0426845789
640	0.04261349201
641	0.04253644943
642	0.04234972954
643	0.04225625515
644	0.04214711189
645	0.04206161022
646	0.04197139263
647	0.04186535835
648	0.0417580986
649	0.04158921242
650	0.0413992691
651	0.04129644871
652	0.04111186981
653	0.04099211693
654	0.04092189312
655	0.04082975864
656	0.04078698158
657	0.04072125912
658	0.04062103271
659	0.04058438301
660	0.04054886341
661	0.0403897953
662	0.04024521828
663	0.04018975735
664	0.0401101017
665	0.04001913548
666	0.03984592676
667	0.03968509197
668	0.03958354473
669	0.03952321053
670	0.03946762085
671	0.03929021835
672	0.03920374393
673	0.03913090706
674	0.03903714657
675	0.03898361683
676	0.03882359505
677	0.03868598461
678	0.03859105587
679	0.0385130024
680	0.03841074944
681	0.03825640678
682	0.03821108103
683	0.03811332703
684	0.03803295612
685	0.0380049181
686	0.03791919231
687	0.03786238194
688	0.03778083801
689	0.03772242546
690	0.03758499146
691	0.0374509573
692	0.03739547014
693	0.03735336304
694	0.0372926712
695	0.03719559431
696	0.03716564894
697	0.03711992502
698	0.03707095623
699	0.03701257229
700	0.03693204641
701	0.03685431719
702	0.03678529024
703	0.03672552586
704	0.03663944244
705	0.03658176661
706	0.03654952526
707	0.03647419691
708	0.03632445812
709	0.03626754284
710	0.03616753578
711	0.03601557732
712	0.03596903801
713	0.0359107542
714	0.03582265377
715	0.03567566395
716	0.03552261829
717	0.03544936657
718	0.03540817261
719	0.03532245159
720	0.03524149895
721	0.03509685993
722	0.0350174427
723	0.03493059635
724	0.03488968372
725	0.03482111216
726	0.03468824387
727	0.03461422205
728	0.03455233574
729	0.03449270725
730	0.03446171045
731	0.03442849636
732	0.03436367512
733	0.03422405243
734	0.03413600206
735	0.03407670736
736	0.03395667315
737	0.03381728888
738	0.0336843586
739	0.03360603094
740	0.03357756853
741	0.03349427223
742	0.03335797548
743	0.03331861496
744	0.03328090429
745	0.03323804855
746	0.03320017338
747	0.03307193756
748	0.03295426369
749	0.03291677475
750	0.03284108162
751	0.0327786541
752	0.03273929596
753	0.03269254923
754	0.03255912781
755	0.03244107246
756	0.0323706913
757	0.03233466625
758	0.03227769613
759	0.03223940849
760	0.03217356682
761	0.03206661701
762	0.03199925184
763	0.03195979595
764	0.03190966606
765	0.0317865181
766	0.0317194891
767	0.03166205406
768	0.03163335085
769	0.0315712738
770	0.0315292263
771	0.03148018837
772	0.03143928528
773	0.03140362978
774	0.03133727551
775	0.03127886295
776	0.03118189335
777	0.03106204987
778	0.0309445262
779	0.03087590694
780	0.0307683897
781	0.03072656631
782	0.03061245441
783	0.03050136328
784	0.03046256781
785	0.03042005062
786	0.03032748222
787	0.03024132729
788	0.03018864155
789	0.03015655994
790	0.03007697582
791	0.03003892899
792	0.02996981621
793	0.02985846519
794	0.02979331732
795	0.0297320652
796	0.02969284773
797	0.0296345377
798	0.02957211018
799	0.02953136683
800	0.02943253279
801	0.02937055111
802	0.02931441784
803	0.02921352625
804	0.02914737701
805	0.02911876202
806	0.0290811491
807	0.02903320313
808	0.02899399519
809	0.02893229485
810	0.02888170242
811	0.02884026527
812	0.02878706217
813	0.02873463869
814	0.02863042116
815	0.02858473539
816	0.02853117704
817	0.02847708702
818	0.02842383146
819	0.02834632397
820	0.02829226017
821	0.02824934006
822	0.02818726063
823	0.02809099913
824	0.02805675507
825	0.02800936222
826	0.02796083212
827	0.02789819479
828	0.0278471756
829	0.02781725168
830	0.02778712273
831	0.0277261591
832	0.02768016338
833	0.02762891054
834	0.0275399828
835	0.02744757652
836	0.02735967875
837	0.02731451035
838	0.02722830534
839	0.02717630148
840	0.02712704659
841	0.02708988428
842	0.02703885078
843	0.02700481176
844	0.0269476223
845	0.02686007261
846	0.02677371264
847	0.02673449755
848	0.02668681145
849	0.02665278912
850	0.02660689831
851	0.02651201725
852	0.02642965317
853	0.02638302565
854	0.02635353804
855	0.02631527901
856	0.02625986814
857	0.02622110128
858	0.02613545418
859	0.02608249187
860	0.02604128122
861	0.02598751545
862	0.02595875978
863	0.0259196043
864	0.02589476585
865	0.02585752487
866	0.02580739737
867	0.02575354576
868	0.02570112228
869	0.02565175533
870	0.02561257362
871	0.02556005001
872	0.02550827026
873	0.02546532393
874	0.02542376041
875	0.02539241314
876	0.02535552502
877	0.02530154228
878	0.02526509047
879	0.02519673586
880	0.02515603065
881	0.02510632515
882	0.02502170086
883	0.02497089386
884	0.0249317646
885	0.02489139557
886	0.02485047102
887	0.02480916023
888	0.02477377415
889	0.02473472595
890	0.0247086525
891	0.02467766762
892	0.02462873459
893	0.02458994627
894	0.0245396471
895	0.02448970318
896	0.02441850901
897	0.02440404177
898	0.02436569691
899	0.02428236008
900	0.0242680335
901	0.02422330379
902	0.0241794157
903	0.02413794994
904	0.02410758018
905	0.02406600237
906	0.02404003143
907	0.02395985603
908	0.02388170004
909	0.02384823322
910	0.0237671423
911	0.02372745991
912	0.02369493484
913	0.02362156868
914	0.02357590199
915	0.02354779243
916	0.02350706339
917	0.02346646309
918	0.02339076519
919	0.02335797787
920	0.02328108549
921	0.02321569443
922	0.0231922698
923	0.02314644814
924	0.02306912661
925	0.02304236412
926	0.02300640106
927	0.02296816349
928	0.02292573452
929	0.02287983894
930	0.02281004429
931	0.02278128624
932	0.02273932934
933	0.02270648479
934	0.0226650095
935	0.02259902477
936	0.0225628686
937	0.02249379158
938	0.02246012926
939	0.02241510153
940	0.02237799406
941	0.02235324144
942	0.02233436108
943	0.02226566792
944	0.02220807552
945	0.02214335918
946	0.02208052397
947	0.0220522213
948	0.02202706337
949	0.02200827837
950	0.0219408226
951	0.02190650463
952	0.02184299946
953	0.02180496216
954	0.0217825222
955	0.02175856352
956	0.02171734333
957	0.02167862415
958	0.0216093421
959	0.02155249357
960	0.02151566267
961	0.02148525953
962	0.02142298698
963	0.02136003494
964	0.02132069349
965	0.02125582933
966	0.02123528004
967	0.021206038
968	0.02118403435
969	0.02115132332
970	0.02111312628
971	0.02107518435
972	0.02104341984
973	0.02097924232
974	0.02091349363
975	0.0208748436
976	0.02084268093
977	0.02081463099
978	0.02077650547
979	0.02074535608
980	0.02071043491
981	0.02066357374
982	0.02060662746
983	0.02058033943
984	0.02054561615
985	0.02051335812
986	0.02047669888
987	0.02041426659
988	0.02036204576
989	0.02030228376
990	0.02026773214
991	0.02023667336
992	0.02020417213
993	0.02015211344
994	0.02009093761
995	0.02003317833
996	0.02000339508
997	0.01996960282
998	0.01994722605
999	0.01992049217
